Year,Region,State,District,Population,Plastic Waste (kg),Plastic Type,Source
2022,India,Karnataka,Varanasi,683746,42671.18033780573,PVC,Industrial
2024,India,Gujarat,Siliguri,7476497,4056.6811083397192,PP,Industrial
2021,India,Nagaland,Siliguri,501914,19065.560663262397,Other,Industrial
2021,India,Gujarat,Siliguri,61614,31714.58515566993,Other,Industrial
2021,India,Gujarat,Varanasi,7366613,42866.49343939227,Other,Household
2017,India,Karnataka,Howrah,6547083,14867.520745083442,Other,Industrial
2015,India,Karnataka,Varanasi,2944903,20534.808513404358,PP,Industrial
2022,India,Karnataka,Siliguri,1423879,30272.101348961827,PVC,Industrial
2024,India,Gujarat,Varanasi,5818819,28669.734477450103,PVC,Packaging
2022,India,Nagaland,Howrah,868570,47161.297482244154,PP,Packaging
2020,India,Karnataka,Howrah,5300508,6912.641251369503,Other,Industrial
2023,India,Nagaland,Varanasi,9431417,3191.451718143785,PVC,Packaging
2021,India,Karnataka,Varanasi,3236574,6593.08998427052,PVC,Packaging
2019,India,Karnataka,Howrah,7888655,8317.200371105992,PP,Packaging
2020,India,Nagaland,Varanasi,2093934,20223.68751814976,PVC,Industrial
2022,India,Karnataka,Howrah,7696637,19427.2669217088,PP,Household
2017,India,Gujarat,Varanasi,2098233,19213.440199642362,PVC,Household
2022,India,Gujarat,Varanasi,9109027,19736.660032810218,Other,Packaging
2020,India,Nagaland,Howrah,7773526,40142.975850877294,PVC,Packaging
2020,India,Nagaland,Siliguri,4604567,16583.83297011192,PP,Packaging
2015,India,Karnataka,Howrah,5603332,44575.43864384361,PVC,Household
2019,India,Nagaland,Howrah,1218320,42320.301721073665,PP,Packaging
2021,India,Karnataka,Howrah,7336344,11228.683912886063,Other,Industrial
2015,India,Gujarat,Varanasi,3947816,29483.78353465583,Other,Household
2019,India,Karnataka,Howrah,2655154,34671.49511038135,PP,Packaging
2023,India,Karnataka,Howrah,7649315,45890.08227304161,PP,Packaging
2023,India,Karnataka,Howrah,829708,6981.813105569651,PVC,Packaging
2021,India,Gujarat,Howrah,7172995,3199.423650844949,PVC,Packaging
2022,India,Nagaland,Howrah,2470230,38479.290158941025,PP,Industrial
2020,India,Nagaland,Howrah,7686694,15758.659576419928,PP,Household
2023,India,Nagaland,Varanasi,1122563,2618.0058299889533,PP,Packaging
2019,India,Gujarat,Siliguri,7631175,28469.187967007612,Other,Industrial
2020,India,Gujarat,Howrah,659999,4907.28384473898,Other,Household
2018,India,Gujarat,Varanasi,1686420,21313.848284847172,PP,Industrial
2020,India,Nagaland,Siliguri,2163455,29079.810963259803,Other,Industrial
2015,India,Gujarat,Varanasi,8277858,38437.735496141904,Other,Industrial
2020,India,Gujarat,Varanasi,553956,37124.294093376855,PP,Packaging
2021,India,Karnataka,Howrah,2514368,32265.317343492738,PP,Packaging
2021,India,Gujarat,Siliguri,3362094,27531.149890142286,Other,Household
2017,India,Nagaland,Siliguri,1520092,38384.32703315804,Other,Industrial
2018,India,Nagaland,Siliguri,1697354,40417.92303897423,PP,Packaging
2021,India,Gujarat,Siliguri,4724100,35351.6219902965,Other,Household
2020,India,Karnataka,Siliguri,8623777,46156.16227600197,PVC,Packaging
2017,India,Nagaland,Howrah,4412470,39332.195974385366,Other,Packaging
2023,India,Gujarat,Siliguri,7534593,49159.42456996907,Other,Packaging
2024,India,Gujarat,Siliguri,1026418,39778.0291576381,PVC,Industrial
2023,India,Karnataka,Varanasi,3880210,43402.94153005558,Other,Packaging
2016,India,Nagaland,Varanasi,3848523,31951.900981847404,PP,Packaging
2021,India,Karnataka,Varanasi,1530803,9088.730783685793,Other,Household
2021,India,Nagaland,Varanasi,8762553,2531.8189405689836,Other,Packaging
2021,India,Nagaland,Varanasi,5029376,45353.56949287253,PP,Household
2017,India,Nagaland,Varanasi,6226643,3618.3958922207225,PP,Packaging
2016,India,Karnataka,Siliguri,6440158,30461.701987591783,Other,Household
2023,India,Karnataka,Siliguri,5516829,48261.00947267623,PVC,Industrial
2015,India,Nagaland,Varanasi,795985,41646.173180797305,PVC,Packaging
2016,India,Gujarat,Howrah,4046657,46673.04874981999,PP,Industrial
2024,India,Gujarat,Varanasi,1930100,45855.562871419075,PP,Industrial
2022,India,Karnataka,Howrah,6003282,9497.130936752133,PP,Packaging
2022,India,Nagaland,Siliguri,1993965,36012.676784220384,PVC,Industrial
2018,India,Nagaland,Siliguri,1126385,49768.132987532175,Other,Packaging
2019,India,Nagaland,Varanasi,4168566,9877.241992389318,PP,Industrial
2019,India,Nagaland,Howrah,3508770,42335.30016208114,PVC,Packaging
2017,India,Gujarat,Varanasi,4319025,31042.806977113654,PVC,Household
2023,India,Nagaland,Howrah,3196769,15509.652289636428,PP,Packaging
2024,India,Karnataka,Siliguri,5978284,31029.85327423491,PP,Household
2023,India,Gujarat,Varanasi,1608590,1615.5078796102034,Other,Packaging
2023,India,Karnataka,Siliguri,2902899,14570.50889081229,PP,Household
2024,India,Nagaland,Howrah,326779,12535.004594558484,Other,Industrial
2016,India,Karnataka,Howrah,525343,43736.39984069952,Other,Packaging
2017,India,Gujarat,Howrah,9765460,29677.915785379704,PP,Packaging
2022,India,Gujarat,Siliguri,4055156,23883.360536915236,PVC,Packaging
2020,India,Karnataka,Varanasi,3505565,42753.43178495922,PVC,Packaging
2017,India,Nagaland,Siliguri,4282037,34341.90329125023,PP,Industrial
2016,India,Nagaland,Varanasi,8012080,14132.625863963265,PVC,Packaging
2023,India,Gujarat,Howrah,7409487,7896.180830862728,PVC,Household
2021,India,Gujarat,Siliguri,1294143,35813.28757870093,PVC,Industrial
2017,India,Karnataka,Siliguri,8055388,24746.630590585126,PVC,Industrial
2015,India,Nagaland,Varanasi,3440337,20331.739916126262,Other,Household
2019,India,Gujarat,Siliguri,3435684,12501.868478421133,PP,Industrial
2021,India,Nagaland,Varanasi,9631343,10694.638277020538,Other,Household
2019,India,Nagaland,Varanasi,2483220,29248.483668806628,PP,Household
2023,India,Gujarat,Howrah,7524262,16687.83141780759,PVC,Household
2023,India,Gujarat,Howrah,6491924,27563.754497619328,Other,Packaging
2018,India,Nagaland,Howrah,1752124,33810.3098286312,Other,Household
2021,India,Nagaland,Varanasi,3257102,14797.074897879233,PP,Industrial
2018,India,Nagaland,Howrah,682358,4891.622746009478,PP,Household
2015,India,Karnataka,Varanasi,5202584,47522.277086631606,PVC,Packaging
2015,India,Gujarat,Howrah,7887000,6899.38905952197,Other,Household
2024,India,Gujarat,Varanasi,8504663,5750.662953218417,PVC,Industrial
2017,India,Gujarat,Siliguri,1525471,12834.52117872631,PP,Packaging
2022,India,Nagaland,Siliguri,2915230,38683.03919569899,Other,Packaging
2015,India,Nagaland,Siliguri,2514380,42016.56652080597,PP,Packaging
2018,India,Karnataka,Howrah,7464201,10237.683423431357,PP,Packaging
2021,India,Karnataka,Varanasi,8517397,43199.20215155912,PVC,Packaging
2015,India,Gujarat,Varanasi,5856236,29330.564887070417,PP,Packaging
2021,India,Gujarat,Howrah,5439429,5472.575632960901,Other,Industrial
2015,India,Gujarat,Siliguri,4030022,14580.812099813731,Other,Industrial
2018,India,Karnataka,Varanasi,9349267,35910.738317144256,PVC,Industrial
2024,India,Gujarat,Varanasi,4977708,37391.300096577084,PVC,Household
2024,India,Karnataka,Siliguri,6877754,45892.90377645731,PP,Packaging
2017,India,Gujarat,Siliguri,8839985,20680.52319496797,PVC,Packaging
2016,India,Gujarat,Siliguri,7694918,37303.68674100617,Other,Household
2020,India,Nagaland,Howrah,6496045,31629.826815613702,PVC,Industrial
2021,India,Nagaland,Siliguri,6805771,18380.153919086075,PP,Packaging
2015,India,Nagaland,Siliguri,6812819,23905.781140637693,PP,Industrial
2022,India,Karnataka,Howrah,3977252,30685.13920223977,PP,Industrial
2020,India,Nagaland,Siliguri,216689,21731.89972976163,PVC,Industrial
2020,India,Karnataka,Varanasi,3899895,7369.87297559217,PP,Household
2016,India,Karnataka,Siliguri,5202486,13600.320257182426,PVC,Household
2015,India,Nagaland,Howrah,4050174,10224.910756629748,Other,Industrial
2023,India,Nagaland,Varanasi,3660508,37970.320778733585,PVC,Industrial
2019,India,Nagaland,Siliguri,7848493,29374.451009171647,PVC,Household
2017,India,Karnataka,Varanasi,9261723,21264.205424806547,Other,Household
2020,India,Karnataka,Varanasi,7237557,12738.986526327442,Other,Packaging
2018,India,Karnataka,Howrah,1352946,38278.57357293773,Other,Household
2016,India,Gujarat,Howrah,8939489,44149.481814614686,PP,Industrial
2023,India,Gujarat,Siliguri,2742661,9214.16659993421,PVC,Household
2020,India,Karnataka,Siliguri,2593627,21009.073571488756,PVC,Packaging
2021,India,Karnataka,Varanasi,1108338,11674.146639681396,PVC,Industrial
2018,India,Nagaland,Siliguri,6477074,9200.93596735264,PVC,Household
2015,India,Gujarat,Howrah,9433653,30876.120625434283,Other,Industrial
2018,India,Nagaland,Varanasi,2250856,40102.964600699874,Other,Household
2022,India,Gujarat,Howrah,841817,18135.738650296436,PVC,Packaging
2016,India,Gujarat,Varanasi,1002149,28633.12595554443,PVC,Industrial
2020,India,Gujarat,Varanasi,407928,35107.68538980516,PVC,Industrial
2016,India,Gujarat,Howrah,1141845,17424.198739310094,PVC,Packaging
2020,India,Gujarat,Varanasi,9545523,36688.06642589497,Other,Household
2023,India,Karnataka,Howrah,6968156,5204.461489090457,Other,Packaging
2018,India,Karnataka,Siliguri,6757223,43548.34551309151,PVC,Household
2018,India,Nagaland,Siliguri,8033173,19254.54098332717,Other,Industrial
2021,India,Karnataka,Siliguri,7922213,15250.191951914368,PP,Industrial
2018,India,Gujarat,Varanasi,9475751,1427.7007594285578,PP,Industrial
2016,India,Gujarat,Varanasi,6287888,47863.54162623302,PP,Household
2016,India,Nagaland,Howrah,9956763,30931.15762298161,PP,Industrial
2024,India,Gujarat,Howrah,6243785,25480.40512461418,Other,Household
2020,India,Nagaland,Howrah,7525602,18512.04497970521,Other,Industrial
2017,India,Karnataka,Howrah,9201980,23702.410558431082,Other,Household
2015,India,Gujarat,Varanasi,2016370,39287.24737494408,Other,Industrial
2019,India,Karnataka,Howrah,8227064,43514.358955513206,Other,Packaging
2022,India,Nagaland,Varanasi,820712,25160.31018252031,PVC,Industrial
2017,India,Nagaland,Howrah,4372950,3969.640725593389,PP,Household
2017,India,Gujarat,Varanasi,2015629,35134.18928848216,PP,Household
2024,India,Gujarat,Howrah,1272033,4478.829178744709,Other,Industrial
2021,India,Gujarat,Howrah,4677022,23426.228901926755,Other,Packaging
2020,India,Karnataka,Varanasi,7111924,28888.207472828723,Other,Packaging
2018,India,Karnataka,Howrah,2182130,15880.233534300292,PP,Industrial
2016,India,Nagaland,Varanasi,5447936,39962.81833610903,PVC,Household
2017,India,Nagaland,Siliguri,5377655,8885.250557988245,Other,Packaging
2018,India,Gujarat,Howrah,8879106,31356.703673596287,Other,Packaging
2018,India,Nagaland,Howrah,4568609,1312.035622451626,Other,Packaging
2016,India,Gujarat,Howrah,3464264,18875.825463888516,PVC,Household
2023,India,Gujarat,Siliguri,4146462,49656.07464261152,Other,Household
2022,India,Nagaland,Siliguri,174219,26798.94105011723,PVC,Industrial
2015,India,Nagaland,Howrah,7955039,38438.22576782001,PP,Household
2017,India,Gujarat,Varanasi,4223673,28334.05230545783,PVC,Industrial
2023,India,Karnataka,Siliguri,3180797,5376.3998817029005,PP,Industrial
2023,India,Gujarat,Howrah,948124,10740.510867664563,PP,Packaging
2019,India,Gujarat,Siliguri,1174769,15452.414238012527,PP,Packaging
2020,India,Nagaland,Howrah,2595685,26198.304017346672,PP,Household
2018,India,Nagaland,Howrah,1965528,49765.504738930096,PP,Household
2017,India,Nagaland,Siliguri,5273972,17039.856376944983,PVC,Industrial
2018,India,Karnataka,Howrah,1014390,5757.492713463092,PP,Industrial
2016,India,Nagaland,Varanasi,867681,9482.033874758077,PP,Industrial
2023,India,Gujarat,Siliguri,9448553,23912.082037977874,Other,Industrial
2015,India,Karnataka,Howrah,9221618,49996.375124679274,PVC,Packaging
2017,India,Gujarat,Siliguri,8419053,10274.715243760254,PVC,Packaging
2017,India,Gujarat,Varanasi,8085254,11020.911109856826,PP,Industrial
2015,India,Karnataka,Siliguri,2771037,33315.3306644994,PVC,Industrial
2022,India,Nagaland,Varanasi,5395640,44126.15877057063,PVC,Packaging
2018,India,Nagaland,Howrah,5642768,37763.544539274844,Other,Industrial
2022,India,Nagaland,Howrah,8482590,18675.21660825001,PVC,Household
2023,India,Karnataka,Varanasi,9307843,26324.921787181112,Other,Packaging
2017,India,Nagaland,Howrah,5133329,39235.35154154922,Other,Packaging
2020,India,Karnataka,Howrah,6399211,24480.81624313249,PVC,Industrial
2017,India,Nagaland,Varanasi,6476876,22311.994168622514,Other,Packaging
2018,India,Karnataka,Varanasi,9376071,27723.483344287528,Other,Household
2021,India,Gujarat,Siliguri,2594195,1921.313542912361,Other,Packaging
2023,India,Nagaland,Siliguri,1113641,9840.518225885957,PVC,Packaging
2022,India,Gujarat,Varanasi,1681993,44087.732029530576,PVC,Household
2022,India,Karnataka,Siliguri,5021146,48606.00221883595,PVC,Industrial
2017,India,Gujarat,Varanasi,8481952,14179.53962919792,Other,Household
2024,India,Nagaland,Howrah,4931819,41021.23251440771,PP,Household
2021,India,Nagaland,Siliguri,2623966,20086.38953921122,PVC,Packaging
2021,India,Karnataka,Varanasi,1263278,40943.28772358416,PVC,Household
2021,India,Karnataka,Howrah,1558167,46400.565861768024,PP,Household
2023,India,Gujarat,Howrah,1463391,29791.937941687695,PP,Household
2024,India,Gujarat,Howrah,5328600,14358.855688688287,PP,Household
2022,India,Gujarat,Howrah,2161220,36418.321598207716,PVC,Packaging
2015,India,Karnataka,Siliguri,5108794,44354.14319810247,Other,Industrial
2022,India,Karnataka,Varanasi,3589354,27347.057752583074,Other,Industrial
2024,India,Karnataka,Siliguri,9251644,48256.99609662034,Other,Household
2020,India,Nagaland,Siliguri,3354499,33117.47178827389,PP,Household
2016,India,Nagaland,Howrah,2233533,7155.000530500242,PVC,Industrial
2019,India,Karnataka,Varanasi,2811005,2466.170655635671,PP,Household
2022,India,Gujarat,Siliguri,3758046,22618.494099549025,PVC,Packaging
2019,India,Gujarat,Varanasi,8790084,43961.17083153264,Other,Industrial
2021,India,Karnataka,Siliguri,5296774,40112.37246083402,Other,Industrial
2018,India,Gujarat,Siliguri,6766391,40620.826412158465,Other,Packaging
2024,India,Karnataka,Varanasi,6543056,24092.24045640954,PP,Packaging
2021,India,Karnataka,Siliguri,6282571,43382.73552709923,PVC,Household
2018,India,Gujarat,Siliguri,9235134,25716.213511271577,Other,Packaging
2019,India,Karnataka,Varanasi,4771655,11688.665067568743,PVC,Industrial
2018,India,Karnataka,Siliguri,8437956,15298.42643223245,PVC,Household
2024,India,Nagaland,Siliguri,2306439,46468.44553021947,PP,Household
2018,India,Nagaland,Siliguri,5849293,48111.9872623606,PVC,Household
2023,India,Gujarat,Varanasi,1482375,40104.91958550832,PP,Industrial
2016,India,Gujarat,Siliguri,6705049,31027.441820128697,PP,Packaging
2018,India,Nagaland,Howrah,437226,42662.4721312451,PP,Household
2017,India,Gujarat,Siliguri,9064028,44106.40271464674,Other,Household
2015,India,Nagaland,Howrah,3497224,26703.837288119063,PVC,Industrial
2017,India,Nagaland,Varanasi,4657946,22677.78580160534,Other,Household
2017,India,Gujarat,Howrah,5399763,38562.80439199101,PVC,Household
2018,India,Gujarat,Siliguri,9835081,28287.677739651826,Other,Industrial
2021,India,Nagaland,Siliguri,7500660,34040.221522428685,PP,Packaging
2019,India,Nagaland,Varanasi,603773,28771.748018068578,PP,Household
2024,India,Gujarat,Varanasi,5692810,28163.788708457567,PP,Household
2022,India,Nagaland,Siliguri,9888856,11427.179225617567,PVC,Industrial
2021,India,Gujarat,Varanasi,8231113,36675.047241376386,PVC,Industrial
2017,India,Karnataka,Varanasi,9081656,23064.056688660716,PVC,Packaging
2017,India,Nagaland,Howrah,5543124,34058.10207369927,PP,Industrial
2018,India,Gujarat,Howrah,256901,15449.388219680564,Other,Packaging
2017,India,Nagaland,Siliguri,1897994,2191.1583332894515,PP,Household
2020,India,Nagaland,Siliguri,8875398,25889.226413720742,PVC,Industrial
2022,India,Gujarat,Siliguri,9943184,22085.034907697725,PP,Household
2018,India,Karnataka,Siliguri,6230416,49340.96597802437,PP,Industrial
2017,India,Karnataka,Siliguri,7436416,13550.01668675848,Other,Industrial
2016,India,Gujarat,Varanasi,2324190,27458.759802995562,Other,Household
2016,India,Karnataka,Varanasi,6592274,4779.017620715129,PVC,Packaging
2017,India,Gujarat,Howrah,6801582,14542.180556218196,PVC,Packaging
2023,India,Gujarat,Siliguri,1586351,38120.360317116625,PVC,Household
2015,India,Nagaland,Varanasi,4252135,9166.103737923155,PP,Household
2022,India,Karnataka,Varanasi,664228,8538.452221097543,PVC,Packaging
2016,India,Karnataka,Siliguri,4967108,31843.833780798617,PVC,Household
2019,India,Gujarat,Howrah,5107953,3373.787342208652,PP,Packaging
2021,India,Gujarat,Siliguri,1820701,46040.5530646718,PVC,Household
2020,India,Gujarat,Howrah,7532765,18275.093715683073,Other,Packaging
2021,India,Gujarat,Varanasi,3502111,35318.391274050504,PP,Household
2020,India,Nagaland,Siliguri,5004255,28085.96677972518,PVC,Industrial
2018,India,Karnataka,Howrah,96915,20075.76926023146,PP,Industrial
2023,India,Nagaland,Siliguri,5716199,39286.46230309186,PVC,Industrial
2019,India,Gujarat,Howrah,6029341,29842.774900212946,PVC,Industrial
2017,India,Nagaland,Siliguri,1645838,31717.597264842698,PP,Household
2020,India,Karnataka,Siliguri,2883492,23859.26021306765,Other,Packaging
2022,India,Nagaland,Varanasi,4692338,31475.349453913666,PP,Household
2018,India,Karnataka,Varanasi,4080906,44401.985250994614,PP,Industrial
2022,India,Gujarat,Howrah,6609936,11554.67725418098,PP,Household
2015,India,Nagaland,Siliguri,6043305,18831.079901909627,PP,Packaging
2021,India,Nagaland,Siliguri,2151549,29187.99246675167,PP,Packaging
2019,India,Gujarat,Howrah,1582624,31978.17360910172,Other,Packaging
2017,India,Karnataka,Varanasi,1614684,46931.51740240779,Other,Packaging
2015,India,Gujarat,Howrah,7780814,7410.991742900565,PP,Household
2018,India,Gujarat,Siliguri,8631322,9557.699282445015,Other,Packaging
2024,India,Nagaland,Siliguri,7944989,16777.078176135466,PVC,Packaging
2023,India,Karnataka,Siliguri,2177295,15455.97628825925,PVC,Packaging
2016,India,Karnataka,Varanasi,633320,7398.204954193588,Other,Industrial
2015,India,Nagaland,Howrah,6257404,26223.075025392205,PP,Packaging
2022,India,Karnataka,Siliguri,171657,44516.149020986806,Other,Household
2019,India,Karnataka,Howrah,6150888,24632.618277681748,PP,Household
2018,India,Karnataka,Siliguri,8579879,24393.323120385212,Other,Industrial
2024,India,Gujarat,Howrah,8530942,28030.446059048943,Other,Packaging
2023,India,Nagaland,Howrah,9055715,47398.495507833526,PVC,Household
2021,India,Gujarat,Siliguri,3992683,27910.103831962926,Other,Industrial
2022,India,Gujarat,Howrah,4300659,41706.94424956138,PVC,Industrial
2022,India,Karnataka,Siliguri,4759749,7107.639828083986,PP,Industrial
2018,India,Gujarat,Siliguri,3980048,19486.831385398724,Other,Household
